index,dsp time,sfn,TX PWR value
37400,11449.162121604,6137,-153
37401,11449.172083024,6147,-153
37402,11449.182123456,6157,-153
37403,11449.202106532,6177,-153
37404,11449.207126491,6182,-151
37405,11449.227091460,6202,-151
37406,11449.232069598,6207,-151
37407,11449.242117026,6217,-152
37408,11449.262012705,6237,-152
37409,11449.282116512,6257,-152
37410,11449.292048611,6267,-153
37411,11449.297076183,6272,-152
37412,11449.307097325,6282,-149
37413,11449.317063323,6292,-149
37414,11449.322056018,6297,-149
37415,11449.332107047,6307,-150
37416,11449.342140586,6317,-150
37417,11449.352094701,6327,-151
37418,11449.362142283,6337,-151
37419,11449.367129783,6342,-152
37420,11449.377144393,6352,-154
37421,11449.387082458,6362,-154
37422,11449.397089146,6372,-154
37423,11449.402183899,6377,-154
37424,11449.422084670,6397,-154
37425,11449.432083693,6407,-154
37426,11449.442081378,6417,-154
37427,11449.452103909,6427,-155
37428,11449.467111831,6442,-154
37429,11449.472082973,6447,-154
37430,11449.482117798,6457,-154
37431,11449.502112860,6477,-154
37432,11449.512085545,6487,-154
37433,11449.532061471,6507,-155
37434,11449.552123302,6527,-154
37435,11449.557079218,6532,-152
37436,11449.567069804,6542,-152
37437,11449.587113528,6562,-153
37438,11449.597059002,6572,-153
37439,11449.602162242,6577,-153
37440,11449.612139557,6587,-154
37441,11449.622050874,6597,-153
37442,11449.627095679,6602,-153
37443,11449.637060853,6612,-153
37444,11449.642139094,6617,-153
37445,11449.662119804,6637,-153
37446,11449.667085956,6642,-153
37447,11449.682122788,6657,-153
37448,11449.692101851,6667,-154
37449,11449.702104783,6677,-153
37450,11449.707119650,6682,-151
37451,11449.727053343,6702,-151
37452,11449.732103343,6707,-152
37453,11449.742040946,6717,-153
37454,11449.762127572,6737,-153
37455,11449.772085751,6747,-154
37456,11449.787089351,6762,-153
37457,11449.802138837,6777,-153
37458,11449.812106532,6787,-153
37459,11449.827089814,6802,-153
37460,11449.842099845,6817,-153
37461,11449.852059773,6827,-154
37462,11449.862084722,6837,-153
37463,11449.872054526,6847,-153
37464,11449.882144290,6857,-153
37465,11449.892201440,6867,-153
37466,11449.907054012,6882,-150
37467,11449.912063837,6887,-150
37468,11449.922093055,6897,-150
37469,11449.937090534,6912,-150
37470,11449.947118209,6922,-151
37471,11449.952079012,6927,-152
37472,11449.957089609,6932,-150
37473,11449.962116666,6937,-150
37474,11449.967071039,6942,-151
37475,11449.972084927,6947,-152
37476,11449.977090895,6952,-153
37477,11449.982107047,6957,-153
37478,11449.987112448,6962,-153
37479,11449.992080658,6967,-153
37480,11449.997097479,6972,-153
37481,11450.002195576,6977,-153
37482,11450.007099125,6982,-151
37483,11450.012073302,6987,-153
37484,11450.017090843,6992,-152
37485,11450.022122222,6997,-152
37486,11450.027100514,7002,-153
37487,11450.032121399,7007,-153
37488,11450.037097788,7012,-153
37489,11450.042080452,7017,-153
37490,11450.047093004,7022,-153
37491,11450.052075462,7027,-153
37492,11450.057079218,7032,-151
37493,11450.062075462,7037,-151
37494,11450.067083281,7042,-152
37495,11450.072054886,7047,-152
37496,11450.077086008,7052,-153
37497,11450.082126286,7057,-153
37498,11450.087081018,7062,-153
37499,11450.092123456,7067,-154
37500,11450.097117746,7072,-153
37501,11450.102056275,7077,-153
37502,11450.107109927,7082,-153
37503,11450.112145473,7087,-150
37504,11450.121941975,7097,-151
37505,11450.161922890,7137,-151
37506,11450.172083539,7147,-151
37507,11450.192060339,7167,-147
37508,11450.202103806,7177,-147
37509,11450.212090072,7187,-147
37510,11450.222081172,7197,-147
37511,11450.241975977,7217,-148
37512,11450.252060288,7227,-148
37513,11450.281923251,7257,-148
37514,11450.317087242,7292,-144
37515,11450.321954938,7297,-145
37516,11450.327085288,7302,-144
37517,11450.332110030,7307,-145
37518,11450.337167746,7312,-144
37519,11450.347057253,7322,-144
37520,11450.361934722,7337,-145
37521,11450.401908487,7377,-145
37522,11450.412084927,7387,-145
37523,11450.437091512,7412,-141
37524,11450.441966563,7417,-142
37525,11450.447087294,7422,-141
37526,11450.457118364,7432,-138
37527,11450.467153292,7442,-138
37528,11450.481970473,7457,-139
37529,11450.492041923,7467,-139
37530,11450.521917438,7497,-139
37531,11450.562105401,7537,-135
37532,11450.572133641,7547,-136
37533,11450.577088888,7552,-136
37534,11450.582107304,7557,-135
37535,11450.587092746,7562,-136
37536,11450.592126131,7567,-135
37537,11450.597113631,7572,-133
37538,11450.601952880,7577,-133
37539,11450.641933024,7617,-133
37540,11450.652087705,7627,-133
37541,11450.682087397,7657,-129
37542,11450.692079063,7667,-129
37543,11450.702084979,7677,-129
37544,11450.712121296,7687,-129
37545,11450.721956275,7697,-130
37546,11450.732070113,7707,-130
37547,11450.761912088,7737,-130
37548,11450.801957767,7777,-130
37549,11450.807119598,7782,-126
37550,11450.812081893,7787,-127
37551,11450.817069444,7792,-126
37552,11450.827097222,7802,-126
37553,11450.837093364,7812,-123
37554,11450.841970884,7817,-124
37555,11450.881920987,7857,-124
37556,11450.892089506,7867,-124
37557,11450.921958899,7897,-124
37558,11450.927123405,7902,-120
37559,11450.961964043,7937,-121
37560,11450.972033384,7947,-121
37561,11451.001930658,7977,-121
37562,11451.022121399,7997,-121
37563,11451.027106687,8002,-121
37564,11451.032076903,8007,-119
37565,11451.041942952,8017,-119
37566,11451.062057870,8037,-118
37567,11451.067091512,8042,-118
37568,11451.072076697,8047,-119
37569,11451.081971141,8057,-119
37570,11451.102160699,8077,-115
37571,11451.107090843,8082,-115
37572,11451.112051903,8087,-116
37573,11451.122150411,8097,-116
37574,11451.147090226,8122,-113
37575,11451.202090483,8177,-113
37576,11451.212073713,8187,-114
37577,11451.222066975,8197,-113
37578,11451.242117129,8217,-114
37579,11451.247077726,8222,-112
37580,11451.257072479,8232,-113
37581,11451.262140483,8237,-113
37582,11451.277087551,8252,-113
37583,11451.287112654,8262,-114
37584,11451.297078858,8272,-111
37585,11451.307105246,8282,-112
37586,11451.317128806,8292,-113
37587,11451.327107098,8302,-114
37588,11451.337116666,8312,-115
37589,11451.347135288,8322,-116
37590,11451.357081069,8332,-114
37591,11451.367123713,8342,-115
37592,11451.372088425,8347,-116
37593,11451.387077211,8362,-115
37594,11451.397111111,8372,-113
37595,11451.407071707,8382,-114
37596,11451.417095061,8392,-114
37597,11451.427085699,8402,-114
37598,11451.447120884,8422,-112
37599,11451.452075668,8427,-114
37600,11451.462123765,8437,-113
37601,11451.467096039,8442,-114
37602,11451.492105452,8467,-115
37603,11451.512069290,8487,-116
37604,11451.527118106,8502,-117
37605,11451.532111368,8507,-118
37606,11451.552083641,8527,-115
37607,11451.562128446,8537,-115
37608,11451.567104989,8542,-115
37609,11451.582107767,8557,-115
37610,11451.587048919,8562,-115
37611,11451.607102623,8582,-116
37612,11451.612067695,8587,-118
37613,11451.617089094,8592,-117
37614,11451.627083899,8602,-117
37615,11451.632145061,8607,-117
37616,11451.657066769,8632,-117
37617,11451.667100823,8642,-118
37618,11451.677111265,8652,-119
37619,11451.687093569,8662,-120
37620,11451.692090740,8667,-122
37621,11451.697095524,8672,-118
37622,11451.707080144,8682,-119
37623,11451.717029835,8692,-119
37624,11451.727110802,8702,-120
37625,11451.732115895,8707,-120
37626,11451.742134619,8717,-120
37627,11451.747101954,8722,-117
37628,11451.752059104,8727,-117
37629,11451.762123302,8737,-117
37630,11451.777102109,8752,-117
37631,11451.782047942,8757,-117
37632,11451.787103292,8762,-117
37633,11451.817076440,8792,-118
37634,11451.822103137,8797,-118
37635,11451.832094804,8807,-119
37636,11451.847134619,8822,-117
37637,11451.852153292,8827,-119
37638,11451.862091512,8837,-118
37639,11451.872063631,8847,-119
37640,11451.882132098,8857,-119
37641,11451.887108384,8862,-119
37642,11451.897087500,8872,-119
37643,11451.907112705,8882,-117
37644,11451.912091409,8887,-117
37645,11451.917066615,8892,-117
37646,11451.927115020,8902,-117
37647,11451.932077160,8907,-118
37648,11451.937098868,8912,-118
37649,11451.947102160,8922,-116
37650,11451.962055401,8937,-116
37651,11451.967106018,8942,-116
37652,11451.982109722,8957,-116
37653,11451.987108333,8962,-117
37654,11451.997090174,8972,-118
37655,11452.002053652,8977,-115
37656,11452.007097016,8982,-115
37657,11452.017117592,8992,-116
37658,11452.022073045,8997,-116
37659,11452.027078703,9002,-116
37660,11452.032075102,9007,-117
37661,11452.042105709,9017,-118
37662,11452.047099588,9022,-114
37663,11452.067103960,9042,-115
37664,11452.087115689,9062,-115
37665,11452.102089351,9077,-115
37666,11452.107094084,9082,-116
37667,11452.117077880,9092,-117
37668,11452.122084979,9097,-117
37669,11452.127056481,9102,-117
37670,11452.147104218,9122,-114
37671,11452.152091100,9127,-114
37672,11452.162077263,9137,-114
37673,11452.167075411,9142,-114
37674,11452.182109927,9157,-114
37675,11452.187045164,9162,-114
37676,11452.217072376,9192,-114
37677,11452.222099897,9197,-114
37678,11452.232056944,9207,-115
37679,11452.242087808,9217,-115
37680,11452.257088580,9232,-115
37681,11452.262079012,9237,-115
37682,11452.267129578,9242,-115
37683,11452.272088888,9247,-115
37684,11452.287077314,9262,-115
37685,11452.297092335,9272,-112
37686,11452.307095833,9282,-113
37687,11452.312088786,9287,-113
37688,11452.317067695,9292,-114
37689,11452.322063065,9297,-115
37690,11452.327104012,9302,-115
37691,11452.332140123,9307,-116
37692,11452.342108590,9317,-115
37693,11452.347078497,9322,-112
37694,11452.352084104,9327,-112
37695,11452.367030401,9342,-112
37696,11452.377091152,9352,-113
37697,11452.382073971,9357,-112
37698,11452.402172993,9377,-112
37699,11452.422067798,9397,-112
37700,11452.432088117,9407,-113
37701,11452.442064763,9417,-113
37702,11452.452119958,9427,-114
37703,11452.462149125,9437,-114
37704,11452.472049022,9447,-115
37705,11452.482082098,9457,-115
37706,11452.487105864,9462,-116
37707,11452.492164403,9467,-118
37708,11452.507046759,9482,-117
37709,11452.512074845,9487,-117
37710,11452.527074742,9502,-117
37711,11452.532016769,9507,-118
37712,11452.537115792,9512,-118
37713,11452.552085699,9527,-115
37714,11452.577079732,9552,-115
37715,11452.582058899,9557,-115
37716,11452.597068981,9572,-112
37717,11452.607101646,9582,-112
37718,11452.617069804,9592,-113
37719,11452.627096965,9602,-114
37720,11452.632117901,9607,-114
37721,11452.637090586,9612,-115
37722,11452.647099434,9622,-113
37723,11452.652088374,9627,-115
37724,11452.662150925,9637,-114
37725,11452.677068827,9652,-114
37726,11452.687086265,9662,-114
37727,11452.697138014,9672,-112
37728,11452.702126028,9677,-112
37729,11452.712086882,9687,-113
37730,11452.722112088,9697,-113
37731,11452.727085288,9702,-114
37732,11452.737101800,9712,-114
37733,11452.747074074,9722,-111
37734,11452.752075720,9727,-111
37735,11452.757081481,9732,-111
37736,11452.772053446,9747,-111
37737,11452.782072788,9757,-111
37738,11452.792061316,9767,-112
37739,11452.802035802,9777,-112
37740,11452.807103292,9782,-113
37741,11452.812130041,9787,-115
37742,11452.827092386,9802,-114
37743,11452.832092232,9807,-114
37744,11452.847073148,9822,-111
37745,11452.857115020,9832,-112
37746,11452.862079475,9837,-112
37747,11452.872055401,9847,-113
37748,11452.882090329,9857,-113
37749,11452.897077006,9872,-111
37750,11452.907092952,9882,-112
37751,11452.912141718,9887,-113
37752,11452.917101748,9892,-114
37753,11452.927094855,9902,-114
37754,11452.937085236,9912,-115
37755,11452.947078600,9922,-113
37756,11452.952084722,9927,-113
37757,11452.957081430,9932,-114
37758,11452.967119598,9942,-115
37759,11452.972120061,9947,-116
37760,11452.982154166,9957,-115
37761,11452.992086625,9967,-115
37762,11453.011998148,9987,-115
37763,11453.017063014,9992,-115
37764,11453.032148713,10007,-115
37765,11453.062083590,10037,-115
37766,11453.072077314,10047,-116
37767,11453.077083590,10052,-116
37768,11453.087090380,10062,-116
37769,11453.092098045,10067,-116
37770,11453.102095216,10077,-116
37771,11453.112115277,10087,-116
37772,11453.127113117,10102,-116
37773,11453.132089917,10107,-118
37774,11453.137102520,10112,-118
37775,11453.152114403,10127,-119
37776,11453.177112500,10152,-119
37777,11453.182092438,10157,-119
37778,11453.192061522,10167,-119
37779,11453.202107201,10177,-119
37780,11453.207080504,10182,-119
37781,11453.227105812,10202,-119
37782,11453.232110699,10207,-119
37783,11453.237044753,10212,-119
37784,11453.257038888,10232,-119
37785,11453.262072119,10237,-119
37786,11453.267071553,2,-119
37787,11453.282048765,17,-120
37788,11453.287109567,22,-120
37789,11453.292123713,27,-121
37790,11453.297100514,32,-118
37791,11453.312040586,47,-118
37792,11453.317099845,52,-118
37793,11453.327128703,62,-118
37794,11453.337081275,72,-118
37795,11453.342088528,77,-118
37796,11453.362093106,97,-118
37797,11453.377087191,112,-119
37798,11453.387084876,122,-120
37799,11453.392117746,127,-121
37800,11453.397089248,132,-119
37801,11453.407135030,142,-120
37802,11453.417083796,152,-121
37803,11453.427089146,162,-122
37804,11453.432041358,167,-123
37805,11453.442088940,177,-123
37806,11453.447144084,182,-121
37807,11453.452118621,187,-123
37808,11453.462100051,197,-122
37809,11453.477076543,212,-122
37810,11453.482075720,217,-123
37811,11453.497084002,232,-120
37812,11453.502103960,237,-120
37813,11453.507102469,242,-121
37814,11453.522051954,257,-122
37815,11453.537121141,272,-123
37816,11453.542098713,277,-123
37817,11453.552087757,287,-124
37818,11453.557071039,292,-124
37819,11453.567108384,302,-124
37820,11453.572078960,307,-124
37821,11453.582086934,317,-124
37822,11453.587114351,322,-125
37823,11453.597107458,332,-123
37824,11453.607096347,342,-123
37825,11453.612121039,347,-125
37826,11453.617079115,352,-125
37827,11453.637011419,372,-125
37828,11453.642031635,377,-125
37829,11453.647105246,382,-122
37830,11453.657073662,392,-122
37831,11453.662108899,397,-122
37832,11453.672060905,407,-122
37833,11453.677040123,412,-122
37834,11453.682057201,417,-122
37835,11453.687138991,422,-122
37836,11453.692034002,427,-123
37837,11453.697136728,432,-119
37838,11453.702074742,437,-119
37839,11453.707084259,442,-119
37840,11453.721951388,457,-120
37841,11453.742107613,477,-119
37842,11453.747117438,482,-116
37843,11453.752112705,487,-116
37844,11453.777097942,512,-117
37845,11453.782108539,517,-117
37846,11453.787076080,522,-117
37847,11453.792063117,527,-117
37848,11453.797061419,532,-114
37849,11453.802097222,537,-114
37850,11453.807131121,542,-114
37851,11453.817061779,552,-115
37852,11453.822079423,557,-115
37853,11453.827082767,562,-115
37854,11453.832074794,567,-115
37855,11453.857100668,592,-115
37856,11453.867067901,602,-116
37857,11453.877106121,612,-116
37858,11453.882061368,617,-116
37859,11453.887083487,622,-116
37860,11453.897059362,632,-113
37861,11453.902079989,637,-113
37862,11453.907071810,642,-114
37863,11453.922079681,657,-114
37864,11453.927089506,662,-114
37865,11453.932117283,667,-116
37866,11453.952134104,687,-115
37867,11453.962055504,697,-115
37868,11453.977084825,712,-115
37869,11453.982118106,717,-115
37870,11453.992070884,727,-116
37871,11453.997062654,732,-113
37872,11454.002078189,737,-113
37873,11454.012105401,747,-114
37874,11454.022106790,757,-113
37875,11454.032073508,767,-113
37876,11454.037113580,772,-114
37877,11454.047105812,782,-112
37878,11454.052112808,787,-113
37879,11454.062082458,797,-113
37880,11454.077089351,812,-114
37881,11454.087096604,822,-114
37882,11454.092092541,827,-116
37883,11454.097082716,832,-113
37884,11454.112092592,847,-114
37885,11454.122111574,857,-114
37886,11454.137061265,872,-115
37887,11454.142089351,877,-115
37888,11454.152070576,887,-116
37889,11454.167101697,902,-116
37890,11454.172128497,907,-117
37891,11454.177127109,912,-117
37892,11454.192083590,927,-117
37893,11454.197029578,932,-114
37894,11454.212052263,947,-114
37895,11454.217103909,952,-115
37896,11454.227088065,962,-116
37897,11454.232090329,967,-117
37898,11454.242074176,977,-117
37899,11454.247105092,982,-115
37900,11454.257092489,992,-116
37901,11454.272069393,1007,-117
37902,11454.287110390,1022,-118
37903,11454.297089454,1032,-115
37904,11454.302087911,1037,-115
37905,11454.312070267,1047,-116
37906,11454.327099897,1062,-116
37907,11454.337136676,1072,-116
37908,11454.347115586,1082,-114
37909,11454.352105401,1087,-115
37910,11454.362043261,1097,-115
37911,11454.377117386,1112,-116
37912,11454.382123199,1117,-116
37913,11454.397045318,1132,-116
37914,11454.407122942,1142,-117
37915,11454.412106224,1147,-118
37916,11454.422052417,1157,-117
37917,11454.442071759,1177,-117
37918,11454.452056532,1187,-118
37919,11454.462130195,1197,-118
37920,11454.467096450,1202,-118
37921,11454.492115329,1227,-120
37922,11454.497087242,1232,-117
37923,11454.512065277,1247,-117
37924,11454.517103960,1252,-118
37925,11454.527094341,1262,-119
37926,11454.537094701,1272,-120
37927,11454.547151337,1282,-118
37928,11454.557090277,1292,-119
37929,11454.567119238,1302,-120
37930,11454.572102932,1307,-122
37931,11454.582081944,1317,-122
37932,11454.592104835,1327,-123
37933,11454.607076234,1342,-123
37934,11454.612067026,1347,-124
37935,11454.617088837,1352,-125
37936,11454.627074022,1362,-126
37937,11454.632068724,1367,-127
37938,11454.647115740,1382,-125
37939,11454.657099897,1392,-126
37940,11454.667075617,1402,-127
37941,11454.677076440,1412,-128
37942,11454.687115123,1422,-128
37943,11454.692081224,1427,-129
37944,11454.702105864,1437,-129
37945,11454.707129269,1442,-130
37946,11454.727135699,1462,-131
37947,11454.732133693,1467,-133
37948,11454.737146193,1472,-133
37949,11454.747055401,1482,-131
37950,11454.767125977,1502,-132
37951,11454.777074434,1512,-133
37952,11454.787111111,1522,-134
37953,11454.807077932,1542,-135
37954,11454.827067901,1562,-135
37955,11454.837092129,1572,-135
37956,11454.842056584,1577,-135
37957,11454.852115380,1587,-135
37958,11454.862159516,1597,-135
37959,11454.872080092,1607,-136
37960,11454.877077263,1612,-136
37961,11454.882103446,1617,-136
37962,11454.887171399,1622,-137
37963,11454.892129372,1627,-139
37964,11454.897096759,1632,-136
37965,11454.902068312,1637,-137
37966,11454.907102006,1642,-138
37967,11454.912095730,1647,-139
37968,11454.917092129,1652,-140
37969,11454.922101543,1657,-141
37970,11454.927118672,1662,-142
37971,11454.932104938,1667,-143
37972,11454.937097273,1672,-144
37973,11454.942133230,1677,-144
37974,11454.947083796,1682,-142
37975,11454.952085185,1687,-143
37976,11454.957075411,1692,-144
37977,11454.962058950,1697,-144
37978,11454.967109207,1702,-144
37979,11454.972129372,1707,-146
37980,11454.977121039,1712,-145
37981,11454.982104783,1717,-145
37982,11454.987064043,1722,-145
37983,11455.001944032,1737,-146
37984,11455.041980658,1777,-146
37985,11455.052095781,1787,-146
37986,11455.067101440,1802,-142
37987,11455.077037037,1812,-139
37988,11455.081925771,1817,-140
37989,11455.087065072,1822,-139
37990,11455.097090997,1832,-139
37991,11455.121905761,1857,-140
37992,11455.132110030,1867,-140
37993,11455.161936213,1897,-140
37994,11455.192097016,1927,-136
37995,11455.202071810,1937,-136
37996,11455.212141666,1947,-137
37997,11455.222105967,1957,-136
37998,11455.241905041,1977,-137
37999,11455.281954063,2017,-137
38000,11455.292090174,2027,-137
38001,11455.321911368,2057,-137
38002,11455.361962448,2097,-137
38003,11455.372111574,2107,-137
38004,11455.401945627,2137,-137
38005,11455.441909465,2177,-137
38006,11455.452096913,2187,-137
38007,11455.481943158,2217,-137
38008,11455.521963888,2257,-137
38009,11455.532068878,2267,-137
38010,11455.561918106,2297,-137
38011,11455.601970884,2337,-137
38012,11455.612098662,2347,-137
38013,11455.641932304,2377,-137
38014,11455.652087654,2387,-133
38015,11455.657074537,2392,-133
38016,11455.662105401,2397,-133
38017,11455.667122016,2402,-133
38018,11455.672109413,2407,-133
38019,11455.677139609,2412,-130
38020,11455.682091460,2417,-130
38021,11455.687130144,2422,-130
38022,11455.692120164,2427,-131
38023,11455.721942798,2457,-131
38024,11455.761947170,2497,-131
38025,11455.772104578,2507,-131
38026,11455.777092849,2512,-127
38027,11455.787120936,2522,-127
38028,11455.797110956,2532,-127
38029,11455.801949125,2537,-128
38030,11455.807109619,2542,-124
38031,11455.841925823,2577,-125
38032,11455.852114300,2587,-125
38033,11455.881954732,2617,-125
38034,11455.897114146,2632,-121
38035,11455.921912654,2657,-122
38036,11455.932082767,2667,-122
38037,11455.961936574,2697,-122
38038,11456.001933179,2737,-122
38039,11456.012041923,2747,-122
38040,11456.022126080,2757,-121
38041,11456.041936368,2777,-122
38042,11456.081921707,2817,-122
38043,11456.092113271,2827,-122
38044,11456.121953446,2857,-122
38045,11456.161903240,2897,-122
38046,11456.252040329,2987,-122
38047,11456.267075617,3002,-118
38048,11456.272112242,3007,-119
38049,11456.277117952,3012,-119
38050,11456.282062808,3017,-119
38051,11456.287062757,3022,-120
38052,11456.297073919,3032,-117
38053,11456.302130761,3037,-117
38054,11456.312083179,3047,-118
38055,11456.322129783,3057,-119
38056,11456.327105864,3062,-120
38057,11456.342094393,3077,-121
38058,11456.352064917,3087,-122
38059,11456.362106790,3097,-123
38060,11456.372081532,3107,-124
38061,11456.382139043,3117,-124
38062,11456.392101183,3127,-125
38063,11456.402088786,3137,-126
38064,11456.412137397,3147,-127
38065,11456.422113117,3157,-126
38066,11456.432088168,3167,-126
38067,11456.477064403,3212,-123
38068,11456.482060545,3217,-123
38069,11456.491997170,3227,-124
38070,11456.502121141,3237,-123
38071,11456.507079938,3242,-120
38072,11456.517104989,3252,-120
38073,11456.537074691,3272,-120
38074,11456.542095267,3277,-120
38075,11456.572118878,3307,-122
38076,11456.582097736,3317,-121
38077,11456.592115740,3327,-121
38078,11456.612107921,3347,-122
38079,11456.622140380,3357,-122
38080,11456.652069650,3387,-124
38081,11456.672113271,3407,-124
38082,11456.682096759,3417,-124
38083,11456.692138425,3427,-125
38084,11456.702055504,3437,-125
38085,11456.722056841,3457,-125
38086,11456.732036728,3467,-126
38087,11456.742092078,3477,-125
38088,11456.752156172,3487,-126
38089,11456.762083179,3497,-126
38090,11456.782148868,3517,-126
38091,11456.792092644,3527,-127
38092,11456.802131275,3537,-128
38093,11456.812084156,3547,-130
38094,11456.832128858,3567,-130
38095,11456.842169187,3577,-130
38096,11456.852089403,3587,-131
38097,11456.872109413,3607,-132
38098,11456.882075771,3617,-133
38099,11456.892134413,3627,-134
38100,11456.912099742,3647,-134
38101,11456.942086162,3677,-134
38102,11456.952066358,3687,-135
38103,11456.972124537,3707,-137
38104,11456.982103292,3717,-136
38105,11456.992128395,3727,-137
38106,11457.012147325,3747,-138
38107,11457.022138683,3757,-138
38108,11457.032101491,3767,-139
38109,11457.042102417,3777,-139
38110,11457.052117798,3787,-141
38111,11457.072094187,3807,-141
38112,11457.082104115,3817,-141
38113,11457.102090072,3837,-141
38114,11457.112107304,3847,-142
38115,11457.142108076,3877,-143
38116,11457.147118518,3882,-144
38117,11457.157075771,3892,-145
38118,11457.167111779,3902,-143
38119,11457.172129886,3907,-144
38120,11457.182063374,3917,-144
38121,11457.202144290,3937,-145
38122,11457.207085802,3942,-146
38123,11457.212066512,3947,-148
38124,11457.217067283,3952,-145
38125,11457.222071296,3957,-146
38126,11457.227085956,3962,-147
38127,11457.232106275,3967,-148
38128,11457.237117489,3972,-149
38129,11457.242090226,3977,-150
38130,11457.247093621,3982,-151
38131,11457.252089146,3987,-152
38132,11457.257086471,3992,-153
38133,11457.262122479,3997,-153
38134,11457.267111985,4002,-151
38135,11457.272106069,4007,-151
38136,11457.277078549,4012,-152
38137,11457.282144084,4017,-153
38138,11457.287113888,4022,-153
38139,11457.292135185,4027,-154
38140,11457.297108179,4032,-153
38141,11457.302068569,4037,-153
38142,11457.307101851,4042,-153
38143,11457.312120679,4047,-153
38144,11457.321928497,4057,-154
38145,11457.361934207,4097,-154
38146,11457.372060390,4107,-154
38147,11457.392094547,4127,-151
38148,11457.402099022,4137,-150
38149,11457.412088991,4147,-151
38150,11457.422072582,4157,-151
38151,11457.441932407,4177,-151
38152,11457.452072325,4187,-151
38153,11457.481950462,4217,-151
38154,11457.517056790,4252,-152
38155,11457.521935442,4257,-152
38156,11457.527072890,4262,-152
38157,11457.532114763,4267,-152
38158,11457.537096090,4272,-152
38159,11457.547099382,4282,-152
38160,11457.561953343,4297,-152
38161,11457.601908693,4337,-152
38162,11457.612057767,4347,-152
38163,11457.637085596,4372,-149
38164,11457.641941203,4377,-149
38165,11457.647107355,4382,-149
38166,11457.657109207,4392,-146
38167,11457.667114403,4402,-146
38168,11457.681928755,4417,-146
38169,11457.692070987,4427,-146
38170,11457.721937757,4457,-146
38171,11457.762099691,4497,-146
38172,11457.772131584,4507,-147
38173,11457.782103292,4517,-147
38174,11457.792091203,4527,-147
38175,11457.801971141,4537,-147
38176,11457.841927932,4577,-147
38177,11457.852089557,4587,-147
38178,11457.882108436,4617,-143
38179,11457.892110236,4627,-144
38180,11457.902103858,4637,-144
38181,11457.912075514,4647,-144
38182,11457.921957716,4657,-144
38183,11457.932067952,4667,-144
38184,11457.961931738,4697,-144
38185,11458.001973611,4737,-144
38186,11458.007085596,4742,-141
38187,11458.012088528,4747,-141
38188,11458.017075720,4752,-141
38189,11458.027113940,4762,-138
38190,11458.037132561,4772,-138
38191,11458.041940072,4777,-138
38192,11458.062130658,4797,-138
38193,11458.072081635,4807,-138
38194,11458.077066666,4812,-139
38195,11458.082104835,4817,-135
38196,11458.087099485,4822,-136
38197,11458.092122325,4827,-136
38198,11458.097097788,4832,-136
38199,11458.121964711,4857,-136
38200,11458.161942849,4897,-136
38201,11458.172032098,4907,-136
38202,11458.182101131,4917,-133
38203,11458.192107973,4927,-133
38204,11458.202087911,4937,-132
38205,11458.212118775,4947,-133
38206,11458.241930606,4977,-133
38207,11458.252071862,4987,-133
38208,11458.281944547,5017,-133
38209,11458.307099434,5042,-134
38210,11458.317086059,5052,-134
38211,11458.321931018,5057,-134
38212,11458.327088323,5062,-134
38213,11458.332095061,5067,-134
38214,11458.337079475,5072,-134
38215,11458.361979012,5097,-134
38216,11458.401951183,5137,-134
38217,11458.412066049,5147,-134
38218,11458.427120884,5162,-131
38219,11458.437089300,5172,-128
38220,11458.441934156,5177,-128
38221,11458.447139609,5182,-128
38222,11458.457135699,5192,-128
38223,11458.481959310,5217,-128
38224,11458.492084465,5227,-128
38225,11458.521922427,5257,-128
38226,11458.552094341,5287,-125
38227,11458.562113940,5297,-124
38228,11458.572092232,5307,-125
38229,11458.582099434,5317,-125
38230,11458.601958693,5337,-125
38231,11458.641956944,5377,-125
38232,11458.652069855,5387,-125
38233,11458.672101543,5407,-122
38234,11458.682065689,5417,-118
38235,11458.702114763,5437,-119
38236,11458.707142181,5442,-119
38237,11458.721972427,5457,-120
38238,11458.742060390,5477,-116
38239,11458.747079732,5482,-117
38240,11458.752114763,5487,-118
38241,11458.761949897,5497,-118
38242,11458.787099639,5522,-115
38243,11458.802079938,5537,-115
38244,11458.827092746,5562,-113
38245,11458.832065174,5567,-114
38246,11458.877101954,5612,-115
38247,11458.887099331,5622,-115
38248,11458.897103909,5632,-113
38249,11458.907128137,5642,-114
38250,11458.932113940,5667,-115
38251,11458.937098251,5672,-115
38252,11458.962242489,5697,-115
38253,11458.967052777,5702,-115
38254,11458.977009156,5712,-115
38255,11458.987084567,5722,-115
38256,11459.027112500,5762,-116
38257,11459.032059156,5767,-117
38258,11459.057072993,5792,-118
38259,11459.067116306,5802,-118
38260,11459.077122479,5812,-119
38261,11459.082132098,5817,-119
38262,11459.107104938,5842,-117
38263,11459.117102057,5852,-118
38264,11459.137073662,5872,-119
38265,11459.147085185,5882,-120
38266,11459.157078395,5892,-118
38267,11459.177115380,5912,-119
38268,11459.187069187,5922,-120
38269,11459.197093518,5932,-121
38270,11459.217090534,5952,-122
38271,11459.227093827,5962,-123
38272,11459.242104886,5977,-124
38273,11459.252110956,5987,-125
38274,11459.262144187,5997,-125
38275,11459.272097479,6007,-126
38276,11459.282071193,6017,-126
38277,11459.292110853,6027,-128
38278,11459.312064866,6047,-128
38279,11459.322128858,6057,-128
38280,11459.342058847,6077,-128
